shop_name,shopid,shop_ctime,shop_country,shop_item_count,shop_place,shop_rating_star,shop_rating_bad,shop_rating_normal,shop_rating_good
福臨軒宗教藝品百貨,5547415,2016-05-10 17:49:36,TW,272,臺東縣蘭嶼鄉,4.934765,5,15,1243
