shopid,itemid,url
5547415,5419388954,https://shopee.tw/api/v2/item/get?itemid=5419388954&shopid=5547415
5547415,854753219,https://shopee.tw/api/v2/item/get?itemid=854753219&shopid=5547415
5547415,1253402567,https://shopee.tw/api/v2/item/get?itemid=1253402567&shopid=5547415
5547415,1582211935,https://shopee.tw/api/v2/item/get?itemid=1582211935&shopid=5547415
5547415,854096426,https://shopee.tw/api/v2/item/get?itemid=854096426&shopid=5547415
5547415,854081277,https://shopee.tw/api/v2/item/get?itemid=854081277&shopid=5547415
5547415,478742314,https://shopee.tw/api/v2/item/get?itemid=478742314&shopid=5547415
5547415,1778138506,https://shopee.tw/api/v2/item/get?itemid=1778138506&shopid=5547415
5547415,483856549,https://shopee.tw/api/v2/item/get?itemid=483856549&shopid=5547415
5547415,9003321696,https://shopee.tw/api/v2/item/get?itemid=9003321696&shopid=5547415
5547415,996000495,https://shopee.tw/api/v2/item/get?itemid=996000495&shopid=5547415
5547415,4431364741,https://shopee.tw/api/v2/item/get?itemid=4431364741&shopid=5547415
5547415,473861092,https://shopee.tw/api/v2/item/get?itemid=473861092&shopid=5547415
5547415,854062105,https://shopee.tw/api/v2/item/get?itemid=854062105&shopid=5547415
5547415,265967570,https://shopee.tw/api/v2/item/get?itemid=265967570&shopid=5547415
5547415,661954714,https://shopee.tw/api/v2/item/get?itemid=661954714&shopid=5547415
5547415,306130496,https://shopee.tw/api/v2/item/get?itemid=306130496&shopid=5547415
5547415,854461268,https://shopee.tw/api/v2/item/get?itemid=854461268&shopid=5547415
5547415,14504667893,https://shopee.tw/api/v2/item/get?itemid=14504667893&shopid=5547415
5547415,17406148714,https://shopee.tw/api/v2/item/get?itemid=17406148714&shopid=5547415
5547415,19300911606,https://shopee.tw/api/v2/item/get?itemid=19300911606&shopid=5547415
5547415,16563056026,https://shopee.tw/api/v2/item/get?itemid=16563056026&shopid=5547415
5547415,15736665049,https://shopee.tw/api/v2/item/get?itemid=15736665049&shopid=5547415
5547415,858267718,https://shopee.tw/api/v2/item/get?itemid=858267718&shopid=5547415
5547415,858263487,https://shopee.tw/api/v2/item/get?itemid=858263487&shopid=5547415
5547415,264924034,https://shopee.tw/api/v2/item/get?itemid=264924034&shopid=5547415
5547415,6625896678,https://shopee.tw/api/v2/item/get?itemid=6625896678&shopid=5547415
5547415,6016778013,https://shopee.tw/api/v2/item/get?itemid=6016778013&shopid=5547415
5547415,3316873573,https://shopee.tw/api/v2/item/get?itemid=3316873573&shopid=5547415
5547415,266021274,https://shopee.tw/api/v2/item/get?itemid=266021274&shopid=5547415
5547415,306109636,https://shopee.tw/api/v2/item/get?itemid=306109636&shopid=5547415
5547415,842453792,https://shopee.tw/api/v2/item/get?itemid=842453792&shopid=5547415
5547415,3531460060,https://shopee.tw/api/v2/item/get?itemid=3531460060&shopid=5547415
5547415,6016552162,https://shopee.tw/api/v2/item/get?itemid=6016552162&shopid=5547415
5547415,15636674053,https://shopee.tw/api/v2/item/get?itemid=15636674053&shopid=5547415
5547415,265933031,https://shopee.tw/api/v2/item/get?itemid=265933031&shopid=5547415
5547415,854508082,https://shopee.tw/api/v2/item/get?itemid=854508082&shopid=5547415
5547415,854499910,https://shopee.tw/api/v2/item/get?itemid=854499910&shopid=5547415
5547415,854472996,https://shopee.tw/api/v2/item/get?itemid=854472996&shopid=5547415
5547415,478749745,https://shopee.tw/api/v2/item/get?itemid=478749745&shopid=5547415
5547415,15736597706,https://shopee.tw/api/v2/item/get?itemid=15736597706&shopid=5547415
5547415,854492556,https://shopee.tw/api/v2/item/get?itemid=854492556&shopid=5547415
5547415,596729207,https://shopee.tw/api/v2/item/get?itemid=596729207&shopid=5547415
5547415,339735240,https://shopee.tw/api/v2/item/get?itemid=339735240&shopid=5547415
5547415,435946425,https://shopee.tw/api/v2/item/get?itemid=435946425&shopid=5547415
5547415,5716557923,https://shopee.tw/api/v2/item/get?itemid=5716557923&shopid=5547415
5547415,858938495,https://shopee.tw/api/v2/item/get?itemid=858938495&shopid=5547415
5547415,265908288,https://shopee.tw/api/v2/item/get?itemid=265908288&shopid=5547415
5547415,7416553466,https://shopee.tw/api/v2/item/get?itemid=7416553466&shopid=5547415
5547415,5416552776,https://shopee.tw/api/v2/item/get?itemid=5416552776&shopid=5547415
5547415,4168998295,https://shopee.tw/api/v2/item/get?itemid=4168998295&shopid=5547415
5547415,661912244,https://shopee.tw/api/v2/item/get?itemid=661912244&shopid=5547415
5547415,15981909489,https://shopee.tw/api/v2/item/get?itemid=15981909489&shopid=5547415
5547415,1836936066,https://shopee.tw/api/v2/item/get?itemid=1836936066&shopid=5547415
5547415,5119385181,https://shopee.tw/api/v2/item/get?itemid=5119385181&shopid=5547415
5547415,477909255,https://shopee.tw/api/v2/item/get?itemid=477909255&shopid=5547415
5547415,477974500,https://shopee.tw/api/v2/item/get?itemid=477974500&shopid=5547415
5547415,1370012439,https://shopee.tw/api/v2/item/get?itemid=1370012439&shopid=5547415
5547415,854480675,https://shopee.tw/api/v2/item/get?itemid=854480675&shopid=5547415
5547415,854599092,https://shopee.tw/api/v2/item/get?itemid=854599092&shopid=5547415
5547415,3319479621,https://shopee.tw/api/v2/item/get?itemid=3319479621&shopid=5547415
5547415,477960560,https://shopee.tw/api/v2/item/get?itemid=477960560&shopid=5547415
5547415,859124011,https://shopee.tw/api/v2/item/get?itemid=859124011&shopid=5547415
5547415,1246873403,https://shopee.tw/api/v2/item/get?itemid=1246873403&shopid=5547415
5547415,265960702,https://shopee.tw/api/v2/item/get?itemid=265960702&shopid=5547415
5547415,776954028,https://shopee.tw/api/v2/item/get?itemid=776954028&shopid=5547415
5547415,12969275137,https://shopee.tw/api/v2/item/get?itemid=12969275137&shopid=5547415
5547415,778280681,https://shopee.tw/api/v2/item/get?itemid=778280681&shopid=5547415
5547415,473829447,https://shopee.tw/api/v2/item/get?itemid=473829447&shopid=5547415
5547415,7825902332,https://shopee.tw/api/v2/item/get?itemid=7825902332&shopid=5547415
5547415,473869918,https://shopee.tw/api/v2/item/get?itemid=473869918&shopid=5547415
5547415,5031369615,https://shopee.tw/api/v2/item/get?itemid=5031369615&shopid=5547415
5547415,265954606,https://shopee.tw/api/v2/item/get?itemid=265954606&shopid=5547415
5547415,860119796,https://shopee.tw/api/v2/item/get?itemid=860119796&shopid=5547415
5547415,473812449,https://shopee.tw/api/v2/item/get?itemid=473812449&shopid=5547415
5547415,478836128,https://shopee.tw/api/v2/item/get?itemid=478836128&shopid=5547415
5547415,316023786,https://shopee.tw/api/v2/item/get?itemid=316023786&shopid=5547415
5547415,473840035,https://shopee.tw/api/v2/item/get?itemid=473840035&shopid=5547415
5547415,306081612,https://shopee.tw/api/v2/item/get?itemid=306081612&shopid=5547415
5547415,306097026,https://shopee.tw/api/v2/item/get?itemid=306097026&shopid=5547415
5547415,264936796,https://shopee.tw/api/v2/item/get?itemid=264936796&shopid=5547415
5547415,1000318137,https://shopee.tw/api/v2/item/get?itemid=1000318137&shopid=5547415
5547415,306016364,https://shopee.tw/api/v2/item/get?itemid=306016364&shopid=5547415
5547415,14536678911,https://shopee.tw/api/v2/item/get?itemid=14536678911&shopid=5547415
5547415,842462755,https://shopee.tw/api/v2/item/get?itemid=842462755&shopid=5547415
5547415,306086902,https://shopee.tw/api/v2/item/get?itemid=306086902&shopid=5547415
5547415,317250184,https://shopee.tw/api/v2/item/get?itemid=317250184&shopid=5547415
5547415,854486958,https://shopee.tw/api/v2/item/get?itemid=854486958&shopid=5547415
5547415,505647586,https://shopee.tw/api/v2/item/get?itemid=505647586&shopid=5547415
5547415,315995707,https://shopee.tw/api/v2/item/get?itemid=315995707&shopid=5547415
5547415,4578528943,https://shopee.tw/api/v2/item/get?itemid=4578528943&shopid=5547415
5547415,10739737279,https://shopee.tw/api/v2/item/get?itemid=10739737279&shopid=5547415
5547415,1003263302,https://shopee.tw/api/v2/item/get?itemid=1003263302&shopid=5547415
5547415,6820699709,https://shopee.tw/api/v2/item/get?itemid=6820699709&shopid=5547415
5547415,828255904,https://shopee.tw/api/v2/item/get?itemid=828255904&shopid=5547415
5547415,773029789,https://shopee.tw/api/v2/item/get?itemid=773029789&shopid=5547415
5547415,477987144,https://shopee.tw/api/v2/item/get?itemid=477987144&shopid=5547415
5547415,317245413,https://shopee.tw/api/v2/item/get?itemid=317245413&shopid=5547415
5547415,478809009,https://shopee.tw/api/v2/item/get?itemid=478809009&shopid=5547415
5547415,265914098,https://shopee.tw/api/v2/item/get?itemid=265914098&shopid=5547415
5547415,5016559453,https://shopee.tw/api/v2/item/get?itemid=5016559453&shopid=5547415
