shopid,itemid,url
5547415,478068596,https://shopee.tw/api/v2/item/get?itemid=478068596&shopid=5547415
5547415,2218184830,https://shopee.tw/api/v2/item/get?itemid=2218184830&shopid=5547415
5547415,13991132844,https://shopee.tw/api/v2/item/get?itemid=13991132844&shopid=5547415
5547415,2218220871,https://shopee.tw/api/v2/item/get?itemid=2218220871&shopid=5547415
5547415,364401083,https://shopee.tw/api/v2/item/get?itemid=364401083&shopid=5547415
5547415,3419504292,https://shopee.tw/api/v2/item/get?itemid=3419504292&shopid=5547415
5547415,364397380,https://shopee.tw/api/v2/item/get?itemid=364397380&shopid=5547415
5547415,478008158,https://shopee.tw/api/v2/item/get?itemid=478008158&shopid=5547415
5547415,478694495,https://shopee.tw/api/v2/item/get?itemid=478694495&shopid=5547415
5547415,949562735,https://shopee.tw/api/v2/item/get?itemid=949562735&shopid=5547415
5547415,952972697,https://shopee.tw/api/v2/item/get?itemid=952972697&shopid=5547415
5547415,952950039,https://shopee.tw/api/v2/item/get?itemid=952950039&shopid=5547415
5547415,952768081,https://shopee.tw/api/v2/item/get?itemid=952768081&shopid=5547415
5547415,952706099,https://shopee.tw/api/v2/item/get?itemid=952706099&shopid=5547415
5547415,952600189,https://shopee.tw/api/v2/item/get?itemid=952600189&shopid=5547415
5547415,949591895,https://shopee.tw/api/v2/item/get?itemid=949591895&shopid=5547415
5547415,952732441,https://shopee.tw/api/v2/item/get?itemid=952732441&shopid=5547415
5547415,478021522,https://shopee.tw/api/v2/item/get?itemid=478021522&shopid=5547415
5547415,15856630357,https://shopee.tw/api/v2/item/get?itemid=15856630357&shopid=5547415
5547415,262209081,https://shopee.tw/api/v2/item/get?itemid=262209081&shopid=5547415
5547415,859049087,https://shopee.tw/api/v2/item/get?itemid=859049087&shopid=5547415
5547415,3138470272,https://shopee.tw/api/v2/item/get?itemid=3138470272&shopid=5547415
5547415,316011073,https://shopee.tw/api/v2/item/get?itemid=316011073&shopid=5547415
5547415,316008859,https://shopee.tw/api/v2/item/get?itemid=316008859&shopid=5547415
5547415,316013494,https://shopee.tw/api/v2/item/get?itemid=316013494&shopid=5547415
5547415,473797965,https://shopee.tw/api/v2/item/get?itemid=473797965&shopid=5547415
5547415,316022271,https://shopee.tw/api/v2/item/get?itemid=316022271&shopid=5547415
5547415,3931302103,https://shopee.tw/api/v2/item/get?itemid=3931302103&shopid=5547415
5547415,316020999,https://shopee.tw/api/v2/item/get?itemid=316020999&shopid=5547415
5547415,4416554642,https://shopee.tw/api/v2/item/get?itemid=4416554642&shopid=5547415
5547415,858843375,https://shopee.tw/api/v2/item/get?itemid=858843375&shopid=5547415
5547415,15036652566,https://shopee.tw/api/v2/item/get?itemid=15036652566&shopid=5547415
5547415,8603247381,https://shopee.tw/api/v2/item/get?itemid=8603247381&shopid=5547415
5547415,7968901735,https://shopee.tw/api/v2/item/get?itemid=7968901735&shopid=5547415
5547415,5868914203,https://shopee.tw/api/v2/item/get?itemid=5868914203&shopid=5547415
5547415,265895187,https://shopee.tw/api/v2/item/get?itemid=265895187&shopid=5547415
5547415,1220277044,https://shopee.tw/api/v2/item/get?itemid=1220277044&shopid=5547415
5547415,859095435,https://shopee.tw/api/v2/item/get?itemid=859095435&shopid=5547415
5547415,826671002,https://shopee.tw/api/v2/item/get?itemid=826671002&shopid=5547415
5547415,826662540,https://shopee.tw/api/v2/item/get?itemid=826662540&shopid=5547415
5547415,826652304,https://shopee.tw/api/v2/item/get?itemid=826652304&shopid=5547415
5547415,473783137,https://shopee.tw/api/v2/item/get?itemid=473783137&shopid=5547415
5547415,13967678054,https://shopee.tw/api/v2/item/get?itemid=13967678054&shopid=5547415
5547415,265993303,https://shopee.tw/api/v2/item/get?itemid=265993303&shopid=5547415
5547415,316012118,https://shopee.tw/api/v2/item/get?itemid=316012118&shopid=5547415
5547415,5715716742,https://shopee.tw/api/v2/item/get?itemid=5715716742&shopid=5547415
5547415,2208660198,https://shopee.tw/api/v2/item/get?itemid=2208660198&shopid=5547415
5547415,4615717407,https://shopee.tw/api/v2/item/get?itemid=4615717407&shopid=5547415
5547415,7515717140,https://shopee.tw/api/v2/item/get?itemid=7515717140&shopid=5547415
5547415,858848827,https://shopee.tw/api/v2/item/get?itemid=858848827&shopid=5547415
5547415,853989167,https://shopee.tw/api/v2/item/get?itemid=853989167&shopid=5547415
5547415,3223735737,https://shopee.tw/api/v2/item/get?itemid=3223735737&shopid=5547415
5547415,4368935290,https://shopee.tw/api/v2/item/get?itemid=4368935290&shopid=5547415
5547415,347652362,https://shopee.tw/api/v2/item/get?itemid=347652362&shopid=5547415
5547415,316016084,https://shopee.tw/api/v2/item/get?itemid=316016084&shopid=5547415
5547415,7925915412,https://shopee.tw/api/v2/item/get?itemid=7925915412&shopid=5547415
5547415,316017387,https://shopee.tw/api/v2/item/get?itemid=316017387&shopid=5547415
5547415,6500552729,https://shopee.tw/api/v2/item/get?itemid=6500552729&shopid=5547415
5547415,264463284,https://shopee.tw/api/v2/item/get?itemid=264463284&shopid=5547415
5547415,860166442,https://shopee.tw/api/v2/item/get?itemid=860166442&shopid=5547415
5547415,347603883,https://shopee.tw/api/v2/item/get?itemid=347603883&shopid=5547415
5547415,478699158,https://shopee.tw/api/v2/item/get?itemid=478699158&shopid=5547415
5547415,473820398,https://shopee.tw/api/v2/item/get?itemid=473820398&shopid=5547415
5547415,6112167943,https://shopee.tw/api/v2/item/get?itemid=6112167943&shopid=5547415
5547415,15621275505,https://shopee.tw/api/v2/item/get?itemid=15621275505&shopid=5547415
5547415,11178439218,https://shopee.tw/api/v2/item/get?itemid=11178439218&shopid=5547415
5547415,10378440921,https://shopee.tw/api/v2/item/get?itemid=10378440921&shopid=5547415
5547415,431209211,https://shopee.tw/api/v2/item/get?itemid=431209211&shopid=5547415
5547415,316019615,https://shopee.tw/api/v2/item/get?itemid=316019615&shopid=5547415
5547415,431171662,https://shopee.tw/api/v2/item/get?itemid=431171662&shopid=5547415
5547415,316014576,https://shopee.tw/api/v2/item/get?itemid=316014576&shopid=5547415
5547415,316521300,https://shopee.tw/api/v2/item/get?itemid=316521300&shopid=5547415
5547415,478857146,https://shopee.tw/api/v2/item/get?itemid=478857146&shopid=5547415
5547415,2218105919,https://shopee.tw/api/v2/item/get?itemid=2218105919&shopid=5547415
5547415,483953430,https://shopee.tw/api/v2/item/get?itemid=483953430&shopid=5547415
5547415,477931384,https://shopee.tw/api/v2/item/get?itemid=477931384&shopid=5547415
5547415,316537196,https://shopee.tw/api/v2/item/get?itemid=316537196&shopid=5547415
5547415,435510948,https://shopee.tw/api/v2/item/get?itemid=435510948&shopid=5547415
5547415,21000743412,https://shopee.tw/api/v2/item/get?itemid=21000743412&shopid=5547415
5547415,16562783597,https://shopee.tw/api/v2/item/get?itemid=16562783597&shopid=5547415
5547415,262273736,https://shopee.tw/api/v2/item/get?itemid=262273736&shopid=5547415
5547415,828326215,https://shopee.tw/api/v2/item/get?itemid=828326215&shopid=5547415
5547415,262277397,https://shopee.tw/api/v2/item/get?itemid=262277397&shopid=5547415
5547415,477941486,https://shopee.tw/api/v2/item/get?itemid=477941486&shopid=5547415
5547415,317256499,https://shopee.tw/api/v2/item/get?itemid=317256499&shopid=5547415
5547415,431198965,https://shopee.tw/api/v2/item/get?itemid=431198965&shopid=5547415
5547415,10827169794,https://shopee.tw/api/v2/item/get?itemid=10827169794&shopid=5547415
5547415,431266329,https://shopee.tw/api/v2/item/get?itemid=431266329&shopid=5547415
5547415,1251460590,https://shopee.tw/api/v2/item/get?itemid=1251460590&shopid=5547415
5547415,1251457009,https://shopee.tw/api/v2/item/get?itemid=1251457009&shopid=5547415
5547415,317247731,https://shopee.tw/api/v2/item/get?itemid=317247731&shopid=5547415
5547415,478788913,https://shopee.tw/api/v2/item/get?itemid=478788913&shopid=5547415
5547415,316579329,https://shopee.tw/api/v2/item/get?itemid=316579329&shopid=5547415
5547415,431229454,https://shopee.tw/api/v2/item/get?itemid=431229454&shopid=5547415
5547415,431249003,https://shopee.tw/api/v2/item/get?itemid=431249003&shopid=5547415
5547415,347689457,https://shopee.tw/api/v2/item/get?itemid=347689457&shopid=5547415
5547415,3524558286,https://shopee.tw/api/v2/item/get?itemid=3524558286&shopid=5547415
5547415,347619591,https://shopee.tw/api/v2/item/get?itemid=347619591&shopid=5547415
5547415,431258205,https://shopee.tw/api/v2/item/get?itemid=431258205&shopid=5547415
5547415,478826286,https://shopee.tw/api/v2/item/get?itemid=478826286&shopid=5547415
5547415,16110065690,https://shopee.tw/api/v2/item/get?itemid=16110065690&shopid=5547415
5547415,1798218230,https://shopee.tw/api/v2/item/get?itemid=1798218230&shopid=5547415
5547415,14881925195,https://shopee.tw/api/v2/item/get?itemid=14881925195&shopid=5547415
5547415,949475925,https://shopee.tw/api/v2/item/get?itemid=949475925&shopid=5547415
5547415,483970094,https://shopee.tw/api/v2/item/get?itemid=483970094&shopid=5547415
5547415,478713988,https://shopee.tw/api/v2/item/get?itemid=478713988&shopid=5547415
5547415,431237759,https://shopee.tw/api/v2/item/get?itemid=431237759&shopid=5547415
5547415,1251656144,https://shopee.tw/api/v2/item/get?itemid=1251656144&shopid=5547415
5547415,949414112,https://shopee.tw/api/v2/item/get?itemid=949414112&shopid=5547415
5547415,6725930699,https://shopee.tw/api/v2/item/get?itemid=6725930699&shopid=5547415
5547415,6825929703,https://shopee.tw/api/v2/item/get?itemid=6825929703&shopid=5547415
5547415,478771886,https://shopee.tw/api/v2/item/get?itemid=478771886&shopid=5547415
5547415,364426678,https://shopee.tw/api/v2/item/get?itemid=364426678&shopid=5547415
5547415,317253503,https://shopee.tw/api/v2/item/get?itemid=317253503&shopid=5547415
5547415,431275545,https://shopee.tw/api/v2/item/get?itemid=431275545&shopid=5547415
5547415,1768823256,https://shopee.tw/api/v2/item/get?itemid=1768823256&shopid=5547415
5547415,364424648,https://shopee.tw/api/v2/item/get?itemid=364424648&shopid=5547415
5547415,478757789,https://shopee.tw/api/v2/item/get?itemid=478757789&shopid=5547415
5547415,18900938230,https://shopee.tw/api/v2/item/get?itemid=18900938230&shopid=5547415
